qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,acc,gene,compartment,specimen,kingdom,supergroup,phylum,clade,class,order,family,genus,species
AAZO01005157.2247.4266_U|18S_rRNA|nucleus|strain_USDA|Eukaryota|Obazoa|Opisthokonta|Metazoa|Arthropoda|Hexapoda|Insecta|Pediculus|Pediculus_humanus,AAZO01005157.2247.4266_U|18S_rRNA|nucleus|strain_USDA|Eukaryota|Obazoa|Opisthokonta|Metazoa|Arthropoda|Hexapoda|Insecta|Pediculus|Pediculus_humanus,100.0,2020,0,0,1,2020,1,2020,0.0,3644,AAZO01005157.2247.4266_U,18S_rRNA,nucleus,strain_USDA,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Insecta,Pediculus,Pediculus_humanus
AAZY02000003.459153.460905_U|18S_rRNA|nucleus||Eukaryota|TSAR|Alveolata|Apicomplexa|Gregarinomorphea|Cryptogregarinorida|Cryptosporidiidae|Cryptosporidium13|Cryptosporidium_muris,AAZY02000004.178614.180366_U|18S_rRNA|nucleus||Eukaryota|TSAR|Alveolata|Apicomplexa|Gregarinomorphea|Cryptogregarinorida|Cryptosporidiidae|Cryptosporidium13|Cryptosporidium_muris,100.0,1753,0,0,1,1753,1,1753,0.0,3162,AAZY02000004.178614.180366_U,18S_rRNA,nucleus,,Eukaryota,TSAR,Alveolata,Apicomplexa,Gregarinomorphea,Cryptogregarinorida,Cryptosporidiidae,Cryptosporidium13,Cryptosporidium_muris
AB000657.1.1596_U|18S_rRNA|nucleus|strain_IFO_1201|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Saccharomycotina|Saccharomycetales|Dipodascus|Dipodascus_ovetensis,AB000638.1.1596_U|18S_rRNA|nucleus|strain_IFO_10801|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Saccharomycotina|Saccharomycetales|Dipodascus|Dipodascus_ambrosiae,100.0,1596,0,0,1,1596,1,1596,0.0,2879,AB000638.1.1596_U,18S_rRNA,nucleus,strain_IFO_10801,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Saccharomycotina,Saccharomycetales,Dipodascus,Dipodascus_ambrosiae
AB001034.1.1778_U|18S_rRNA|nucleus|strain_JCM6907|Eukaryota|Obazoa|Opisthokonta|Fungi|Basidiomycota|Agaricomycotina|Tremellomycetes|Fellomyces|Fellomyces_penicillatus,AB001034.1.1778_U|18S_rRNA|nucleus|strain_JCM6907|Eukaryota|Obazoa|Opisthokonta|Fungi|Basidiomycota|Agaricomycotina|Tremellomycetes|Fellomyces|Fellomyces_penicillatus,100.0,1778,0,0,1,1778,1,1778,0.0,3207,AB001034.1.1778_U,18S_rRNA,nucleus,strain_JCM6907,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Tremellomycetes,Fellomyces,Fellomyces_penicillatus
AB001747.1.2094_G|18S_rRNA|nucleus|strain_OK259_(=JCM10048)|Eukaryota|Obazoa|Opisthokonta|Fungi|Basidiomycota|Pucciniomycotina|Agaricostilbomycetes|Bensingtonia|Bensingtonia_sakaguchii,AB001746.1.2094_G|18S_rRNA|nucleus|strain_OK255_(=JCM10047)|Eukaryota|Obazoa|Opisthokonta|Fungi|Basidiomycota|Pucciniomycotina|Agaricostilbomycetes|Bensingtonia|Bensingtonia_sakaguchii,100.0,2094,0,0,1,2094,1,2094,0.0,3777,AB001746.1.2094_G,18S_rRNA,nucleus,strain_OK255_(=JCM10047),Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Pucciniomycotina,Agaricostilbomycetes,Bensingtonia,Bensingtonia_sakaguchii
AB001763.1.1756_U|18S_rRNA|nucleus|strain_JCM_9939|Eukaryota|Obazoa|Opisthokonta|Fungi|Basidiomycota|Agaricomycotina|Tremellomycetes|Trichosporon|Trichosporon_mucoides,AB001763.1.1756_U|18S_rRNA|nucleus|strain_JCM_9939|Eukaryota|Obazoa|Opisthokonta|Fungi|Basidiomycota|Agaricomycotina|Tremellomycetes|Trichosporon|Trichosporon_mucoides,100.0,1756,0,0,1,1756,1,1756,0.0,3168,AB001763.1.1756_U,18S_rRNA,nucleus,strain_JCM_9939,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Tremellomycetes,Trichosporon,Trichosporon_mucoides
AB002084.1.1779_U|18S_rRNA|nucleus|strain_WB13|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Pezizomycotina|Eurotiomycetes|Eurotium|Eurotium_repens,AB002084.1.1779_U|18S_rRNA|nucleus|strain_WB13|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Pezizomycotina|Eurotiomycetes|Eurotium|Eurotium_repens,100.0,1779,0,0,1,1779,1,1779,0.0,3209,AB002084.1.1779_U,18S_rRNA,nucleus,strain_WB13,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotium,Eurotium_repens
AB003787.1.1751_UC|18S_rRNA|nucleus|strain_JCM9876|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Kionochaeta|Kionochaeta_ivoriensis,AB003787.1.1751_UC|18S_rRNA|nucleus|strain_JCM9876|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Kionochaeta|Kionochaeta_ivoriensis,100.0,1630,0,0,1,1630,1,1630,0.0,2940,AB003787.1.1751_UC,18S_rRNA,nucleus,strain_JCM9876,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,Kionochaeta,Kionochaeta_ivoriensis
AB003947.1.1774_UC|18S_rRNA|nucleus|strain_IFO_31753|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Pezizomycotina|Eurotiomycetes|Talaromyces|Talaromyces_luteus,AB003947.1.1774_UC|18S_rRNA|nucleus|strain_IFO_31753|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Pezizomycotina|Eurotiomycetes|Talaromyces|Talaromyces_luteus,100.0,1587,0,0,1,1587,1,1587,0.0,2863,AB003947.1.1774_UC,18S_rRNA,nucleus,strain_IFO_31753,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Eurotiomycetes,Talaromyces,Talaromyces_luteus
AB003951.1.1779_U|18S_rRNA|nucleus|strain_IAM_14522|Eukaryota|Obazoa|Opisthokonta|Fungi|Basidiomycota|Pucciniomycotina|Tritirachiomycetes|Tritirachium|Tritirachium_sp.,AB003951.1.1779_U|18S_rRNA|nucleus|strain_IAM_14522|Eukaryota|Obazoa|Opisthokonta|Fungi|Basidiomycota|Pucciniomycotina|Tritirachiomycetes|Tritirachium|Tritirachium_sp,100.0,1779,0,0,1,1779,1,1779,0.0,3209,AB003951.1.1779_U,18S_rRNA,nucleus,strain_IAM_14522,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Pucciniomycotina,Tritirachiomycetes,Tritirachium,Tritirachium_sp
AB003952.1.1777_U|18S_rRNA|nucleus|strain_IFO_9600|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Pezizomycotina|Eurotiomycetes|Chromocleista|Chromocleista_cinnabarina,AB003952.1.1777_U|18S_rRNA|nucleus|strain_IFO_9600|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Pezizomycotina|Eurotiomycetes|Chromocleista|Chromocleista_cinnabarina,100.0,1777,0,0,1,1777,1,1777,0.0,3205,AB003952.1.1777_U,18S_rRNA,nucleus,strain_IFO_9600,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Eurotiomycetes,Chromocleista,Chromocleista_cinnabarina
AB007672.1.1746_U|18S_rRNA|nucleus|strain_JCM8077|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Graphium|Graphium_putredinis,AB007672.1.1746_U|18S_rRNA|nucleus|strain_JCM8077|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Graphium|Graphium_putredinis,100.0,1746,0,0,1,1746,1,1746,0.0,3142,AB007672.1.1746_U,18S_rRNA,nucleus,strain_JCM8077,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,Graphium,Graphium_putredinis
AB007814.1.2206_U|18S_rRNA|nucleus|strain_KM_strain|Eukaryota|Excavata|Discoba|Euglenozoa|Kinetoplastea|Trypanosomatida|Trypanosomatidae|Trypanosoma|Trypanosoma_theileri,AB007814.1.2206_U|18S_rRNA|nucleus|strain_KM_strain|Eukaryota|Excavata|Discoba|Euglenozoa|Kinetoplastea|Trypanosomatida|Trypanosomatidae|Trypanosoma|Trypanosoma_theileri,100.0,2206,0,0,1,2206,1,2206,0.0,3979,AB007814.1.2206_U,18S_rRNA,nucleus,strain_KM_strain,Eukaryota,Excavata,Discoba,Euglenozoa,Kinetoplastea,Trypanosomatida,Trypanosomatidae,Trypanosoma,Trypanosoma_theileri
AB008405.1.1734_UC|18S_rRNA|nucleus||Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Pezizomycotina|Eurotiomycetes|Aspergillus|Aspergillus_ochraceus,AB008405.1.1734_UC|18S_rRNA|nucleus||Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Pezizomycotina|Eurotiomycetes|Aspergillus|Aspergillus_ochraceus,100.0,1519,0,0,1,1519,1,1519,0.0,2740,AB008405.1.1734_UC,18S_rRNA,nucleus,,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Eurotiomycetes,Aspergillus,Aspergillus_ochraceus
AB011429.1.1783_U|18S_rRNA|nucleus||Eukaryota|TSAR|Stramenopiles|Gyrista|Phaeophyceae|Phaeophyceae_X|Phaeophyceae_XX|Sargassum|Sargassum_horneri,AB011429.1.1783_U|18S_rRNA|nucleus||Eukaryota|TSAR|Stramenopiles|Gyrista|Phaeophyceae|Phaeophyceae_X|Phaeophyceae_XX|Sargassum|Sargassum_horneri,100.0,1783,0,0,1,1783,1,1783,0.0,3216,AB011429.1.1783_U,18S_rRNA,nucleus,,Eukaryota,TSAR,Stramenopiles,Gyrista,Phaeophyceae,Phaeophyceae_X,Phaeophyceae_XX,Sargassum,Sargassum_horneri
AB011432.1.1782_U|18S_rRNA|nucleus||Eukaryota|TSAR|Stramenopiles|Gyrista|Phaeophyceae|Phaeophyceae_X|Phaeophyceae_XX|Sargassum|Sargassum_macrocarpum,AB011432.1.1782_U|18S_rRNA|nucleus||Eukaryota|TSAR|Stramenopiles|Gyrista|Phaeophyceae|Phaeophyceae_X|Phaeophyceae_XX|Sargassum|Sargassum_macrocarpum,100.0,1782,0,0,1,1782,1,1782,0.0,3153,AB011432.1.1782_U,18S_rRNA,nucleus,,Eukaryota,TSAR,Stramenopiles,Gyrista,Phaeophyceae,Phaeophyceae_X,Phaeophyceae_XX,Sargassum,Sargassum_macrocarpum
AB011507.1.1776_U|18S_rRNA|nucleus||Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Saccharomycotina|Saccharomycetales|Kluyveromyces|Kluyveromyces_nonfermentans,AB011508.1.1778_U|18S_rRNA|nucleus||Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Saccharomycotina|Saccharomycetales|Kluyveromyces|Kluyveromyces_nonfermentans,99.944,1776,1,0,1,1776,3,1778,0.0,3200,AB011508.1.1778_U,18S_rRNA,nucleus,,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Saccharomycotina,Saccharomycetales,Kluyveromyces,Kluyveromyces_nonfermentans
AB013524.1.1778_U|18S_rRNA|nucleus|strain_JCM_9599|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Saccharomycotina|Saccharomycetales|Candida|Candida_ergatensis,AB013524.1.1778_U|18S_rRNA|nucleus|strain_JCM_9599|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Saccharomycotina|Saccharomycetales|Candida|Candida_ergatensis,100.0,1778,0,0,1,1778,1,1778,0.0,3207,AB013524.1.1778_U,18S_rRNA,nucleus,strain_JCM_9599,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Saccharomycotina,Saccharomycetales,Candida,Candida_ergatensis
AB013527.1.1778_U|18S_rRNA|nucleus|strain_JCM_9548|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Saccharomycotina|Saccharomycetales|Candida|Candida_atlantica,AB013527.1.1778_U|18S_rRNA|nucleus|strain_JCM_9548|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Saccharomycotina|Saccharomycetales|Candida|Candida_atlantica,100.0,1778,0,0,1,1778,1,1778,0.0,3207,AB013527.1.1778_U,18S_rRNA,nucleus,strain_JCM_9548,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Saccharomycotina,Saccharomycetales,Candida,Candida_atlantica
AB013546.1.1782_U|18S_rRNA|nucleus|strain_JCM_8917|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Saccharomycotina|Saccharomycetales|Candida|Candida_laureliae,AB013546.1.1782_U|18S_rRNA|nucleus|strain_JCM_8917|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Saccharomycotina|Saccharomycetales|Candida|Candida_laureliae,100.0,1782,0,0,1,1782,1,1782,0.0,3214,AB013546.1.1782_U,18S_rRNA,nucleus,strain_JCM_8917,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Saccharomycotina,Saccharomycetales,Candida,Candida_laureliae
AB013553.1.1781_U|18S_rRNA|nucleus|strain_JCM_8923|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Saccharomycotina|Saccharomycetales|Candida|Candida_ralunensis,AB013537.1.1781_U|18S_rRNA|nucleus|strain_JCM_1778|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Saccharomycotina|Saccharomycetales|Candida|Candida_schatavii,100.0,1781,0,0,1,1781,1,1781,0.0,3213,AB013537.1.1781_U,18S_rRNA,nucleus,strain_JCM_1778,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Saccharomycotina,Saccharomycetales,Candida,Candida_schatavii
AB013587.1.1784_U|18S_rRNA|nucleus|strain_JCM_1539|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Saccharomycotina|Saccharomycetales|Meyerozyma|Meyerozyma_guilliermondii,AB013517.1.1784_U|18S_rRNA|nucleus|strain_JCM_9569|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Saccharomycotina|Saccharomycetales|Candida|Candida_carpophila,100.0,1784,0,0,1,1784,1,1784,0.0,3218,AB013517.1.1784_U,18S_rRNA,nucleus,strain_JCM_9569,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Saccharomycotina,Saccharomycetales,Candida,Candida_carpophila
AB014400.1.1769_UC|18S_rRNA|nucleus|strain_CBS_845.91|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Pezizomycotina|Orbiliomycetes|Lecophagus|Lecophagus_longisporus,AB014400.1.1769_UC|18S_rRNA|nucleus|strain_CBS_845.91|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Pezizomycotina|Orbiliomycetes|Lecophagus|Lecophagus_longisporus,100.0,1284,0,0,1,1284,1,1284,0.0,2316,AB014400.1.1769_UC,18S_rRNA,nucleus,strain_CBS_845.91,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Orbiliomycetes,Lecophagus,Lecophagus_longisporus
AB015782.1.1688_UC|18S_rRNA|nucleus|strain_CBS_777.70|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Pezizomycotina|Eurotiomycetes|Ascocalvatia|Ascocalvatia_alveolata,AB015782.1.1688_UC|18S_rRNA|nucleus|strain_CBS_777.70|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Pezizomycotina|Eurotiomycetes|Ascocalvatia|Ascocalvatia_alveolata,100.0,1474,0,0,1,1474,1,1474,0.0,2659,AB015782.1.1688_UC,18S_rRNA,nucleus,strain_CBS_777.70,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Eurotiomycetes,Ascocalvatia,Ascocalvatia_alveolata
AB015783.1.1683_U|18S_rRNA|nucleus|strain_CBS_882.71|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Pezizomycotina|Eurotiomycetes|Pectinotrichum|Pectinotrichum_llanense,AB015783.1.1683_U|18S_rRNA|nucleus|strain_CBS_882.71|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Pezizomycotina|Eurotiomycetes|Pectinotrichum|Pectinotrichum_llanense,100.0,1683,0,0,1,1683,1,1683,0.0,3036,AB015783.1.1683_U,18S_rRNA,nucleus,strain_CBS_882.71,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Eurotiomycetes,Pectinotrichum,Pectinotrichum_llanense
AB015794.1.2331_G|18S_rRNA|nucleus||Eukaryota|Archaeplastida|Rhodophyta|Rhodophyta_X|Bangiophyceae|Bangiales|Bangiaceae|Pyropia|Pyropia_onoi,AB015794.1.2331_G|18S_rRNA|nucleus||Eukaryota|Archaeplastida|Rhodophyta|Rhodophyta_X|Bangiophyceae|Bangiales|Bangiaceae|Pyropia|Pyropia_onoi,100.0,2331,0,0,1,2331,1,2331,0.0,4204,AB015794.1.2331_G,18S_rRNA,nucleus,,Eukaryota,Archaeplastida,Rhodophyta,Rhodophyta_X,Bangiophyceae,Bangiales,Bangiaceae,Pyropia,Pyropia_onoi
AB015794.1.2331_R|18S_rRNA|nucleus||Eukaryota|Archaeplastida|Rhodophyta|Rhodophyta_X|Bangiophyceae|Bangiales|Bangiaceae|Pyropia|Pyropia_onoi,AB015794.1.2331_R|18S_rRNA|nucleus||Eukaryota|Archaeplastida|Rhodophyta|Rhodophyta_X|Bangiophyceae|Bangiales|Bangiaceae|Pyropia|Pyropia_onoi,100.0,1774,0,0,1,1774,1,1774,0.0,3200,AB015794.1.2331_R,18S_rRNA,nucleus,,Eukaryota,Archaeplastida,Rhodophyta,Rhodophyta_X,Bangiophyceae,Bangiales,Bangiaceae,Pyropia,Pyropia_onoi
AB015797.1.2299_G|18S_rRNA|nucleus||Eukaryota|Archaeplastida|Rhodophyta|Rhodophyta_X|Bangiophyceae|Bangiales|Bangiaceae|Porphyra|Porphyra_tenuipedalis,AB015797.1.2299_G|18S_rRNA|nucleus||Eukaryota|Archaeplastida|Rhodophyta|Rhodophyta_X|Bangiophyceae|Bangiales|Bangiaceae|Porphyra|Porphyra_tenuipedalis,100.0,2299,0,0,1,2299,1,2299,0.0,4147,AB015797.1.2299_G,18S_rRNA,nucleus,,Eukaryota,Archaeplastida,Rhodophyta,Rhodophyta_X,Bangiophyceae,Bangiales,Bangiaceae,Porphyra,Porphyra_tenuipedalis
AB016507.1.1750_U|18S_rRNA|nucleus|strain_IFO_10925|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Saccharomycotina|Saccharomycetales|Tetrapisispora|Tetrapisispora_arboricola,AB016507.1.1750_U|18S_rRNA|nucleus|strain_IFO_10925|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Saccharomycotina|Saccharomycetales|Tetrapisispora|Tetrapisispora_arboricola,100.0,1750,0,0,1,1750,1,1750,0.0,3157,AB016507.1.1750_U,18S_rRNA,nucleus,strain_IFO_10925,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Saccharomycotina,Saccharomycetales,Tetrapisispora,Tetrapisispora_arboricola
AB016539.1.1726_U|18S_rRNA|nucleus||Eukaryota|TSAR|Alveolata|Dinoflagellata|Dinophyceae|Suessiales|Symbiodiniaceae|Cladocopium|Cladocopium_sp.,AB016539.1.1726_U|18S_rRNA|nucleus||Eukaryota|TSAR|Alveolata|Dinoflagellata|Dinophyceae|Suessiales|Symbiodiniaceae|Cladocopium|Cladocopium_sp,100.0,1726,0,0,1,1726,1,1726,0.0,3113,AB016539.1.1726_U,18S_rRNA,nucleus,,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Suessiales,Symbiodiniaceae,Cladocopium,Cladocopium_sp
AB018125.1.1764_U|18S_rRNA|nucleus|strain_JCM_8259|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Saccharomycotina|Saccharomycetales|Candida|Candida_blankii,AB018125.1.1764_U|18S_rRNA|nucleus|strain_JCM_8259|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Saccharomycotina|Saccharomycetales|Candida|Candida_blankii,100.0,1764,0,0,1,1764,1,1764,0.0,3182,AB018125.1.1764_U,18S_rRNA,nucleus,strain_JCM_8259,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Saccharomycotina,Saccharomycetales,Candida,Candida_blankii
AB018172.1.1763_U|18S_rRNA|nucleus|strain_JCM_9839|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Saccharomycotina|Saccharomycetales|Candida|Candida_rhagii,AB018172.1.1763_U|18S_rRNA|nucleus|strain_JCM_9839|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Saccharomycotina|Saccharomycetales|Candida|Candida_rhagii,100.0,1763,0,0,1,1763,1,1763,0.0,3180,AB018172.1.1763_U,18S_rRNA,nucleus,strain_JCM_9839,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Saccharomycotina,Saccharomycetales,Candida,Candida_rhagii
AB018173.1.1766_U|18S_rRNA|nucleus|strain_JCM_9841|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Saccharomycotina|Saccharomycetales|Candida|Candida_sequanensis,AB018173.1.1766_U|18S_rRNA|nucleus|strain_JCM_9841|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Saccharomycotina|Saccharomycetales|Candida|Candida_sequanensis,100.0,1766,0,0,1,1766,1,1766,0.0,3186,AB018173.1.1766_U,18S_rRNA,nucleus,strain_JCM_9841,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Saccharomycotina,Saccharomycetales,Candida,Candida_sequanensis
AB021697.1.1781_U|18S_rRNA|nucleus|strain_JCM_1841|Eukaryota|Obazoa|Opisthokonta|Fungi|Basidiomycota|Pucciniomycotina|Microbotryomycetes|Sporidiobolus|Sporidiobolus_salmonicolor,AB021697.1.1781_U|18S_rRNA|nucleus|strain_JCM_1841|Eukaryota|Obazoa|Opisthokonta|Fungi|Basidiomycota|Pucciniomycotina|Microbotryomycetes|Sporidiobolus|Sporidiobolus_salmonicolor,100.0,1781,0,0,1,1781,1,1781,0.0,3213,AB021697.1.1781_U,18S_rRNA,nucleus,strain_JCM_1841,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Pucciniomycotina,Microbotryomycetes,Sporidiobolus,Sporidiobolus_salmonicolor
AB022105.1.1621_U|18S_rRNA|nucleus|strain_Nakagiri(AN-1565)|Eukaryota|TSAR|Stramenopiles|Bigyra|Sagenista|Labyrinthulomycetes|Labyrinthulaceae|Labyrinthula|Labyrinthula_sp.,AB022105.1.1621_U|18S_rRNA|nucleus|strain_Nakagiri(AN-1565)|Eukaryota|TSAR|Stramenopiles|Bigyra|Sagenista|Labyrinthulomycetes|Labyrinthulaceae|Labyrinthula|Labyrinthula_sp,100.0,1621,0,0,1,1621,1,1621,0.0,2924,AB022105.1.1621_U,18S_rRNA,nucleus,strain_Nakagiri(AN-1565),Eukaryota,TSAR,Stramenopiles,Bigyra,Sagenista,Labyrinthulomycetes,Labyrinthulaceae,Labyrinthula,Labyrinthula_sp
AB023946.1.2098_G|18S_rRNA|nucleus|strain_IAM_13426|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Paecilomyces|Paecilomyces_variotii,AB023946.1.2098_G|18S_rRNA|nucleus|strain_IAM_13426|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Paecilomyces|Paecilomyces_variotii,100.0,2098,0,0,1,2098,1,2098,0.0,3784,AB023946.1.2098_G,18S_rRNA,nucleus,strain_IAM_13426,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,Paecilomyces,Paecilomyces_variotii
AB023946.1.2098_R|18S_rRNA|nucleus|strain_IAM_13426|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Paecilomyces|Paecilomyces_variotii,AB023946.1.2098_R|18S_rRNA|nucleus|strain_IAM_13426|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Paecilomyces|Paecilomyces_variotii,100.0,1732,0,0,1,1732,1,1732,0.0,3124,AB023946.1.2098_R,18S_rRNA,nucleus,strain_IAM_13426,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,Paecilomyces,Paecilomyces_variotii
AB023950.1.1732_U|18S_rRNA|nucleus|strain_IAM_13445|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Pezizomycotina|Eurotiomycetes|Rasamsonia|Rasamsonia_byssochlamydoides,AB023950.1.1732_U|18S_rRNA|nucleus|strain_IAM_13445|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Pezizomycotina|Eurotiomycetes|Rasamsonia|Rasamsonia_byssochlamydoides,100.0,1732,0,0,1,1732,1,1732,0.0,3124,AB023950.1.1732_U,18S_rRNA,nucleus,strain_IAM_13445,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Eurotiomycetes,Rasamsonia,Rasamsonia_byssochlamydoides
AB024588.1.2078_G|18S_rRNA|nucleus|strain_CBS_430.67|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Pezizomycotina|Eurotiomycetes|Sagenomella|Sagenomella_diversispora,AB024588.1.2078_G|18S_rRNA|nucleus|strain_CBS_430.67|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Pezizomycotina|Eurotiomycetes|Sagenomella|Sagenomella_diversispora,100.0,2078,0,0,1,2078,1,2078,0.0,3748,AB024588.1.2078_G,18S_rRNA,nucleus,strain_CBS_430.67,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Eurotiomycetes,Sagenomella,Sagenomella_diversispora
AB024588.1.2078_R|18S_rRNA|nucleus|strain_CBS_430.67|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Pezizomycotina|Eurotiomycetes|Sagenomella|Sagenomella_diversispora,AB024588.1.2078_R|18S_rRNA|nucleus|strain_CBS_430.67|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Pezizomycotina|Eurotiomycetes|Sagenomella|Sagenomella_diversispora,100.0,1732,0,0,1,1732,1,1732,0.0,3124,AB024588.1.2078_R,18S_rRNA,nucleus,strain_CBS_430.67,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Eurotiomycetes,Sagenomella,Sagenomella_diversispora
